Username,Position,Team Name,Session Date,Match Day,Session Type,Session Name,Task Name,Player Duration,Distance (m),"Speed Zones (m) [0.0, 6.0]","Speed Zones (m) [6.0, 12.0]","Speed Zones (m) [12.0, 18.0]","Speed Zones (m) [18.0, 21.0]","Speed Zones (m) [21.0, 24.0]","Speed Zones (m) [24.0, 50.0]",Max Speed (km/h),Max Speed (Historical Player Maximum)
kianlong,Right Back,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,Agility,00:08:31,726.445822,520.6992188,174.4035339,31.34307098,0,0,0,17.03520012,37.72
georgeconnolly,Left Back,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,Agility,00:08:31,456.2504905,294.3988342,115.8375931,14.45172405,0,13.54813099,18.01421165,36.33839798,32.59
davutmeijs,Winger,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,Agility,00:08:31,317.4999393,167.0427856,121.11483,29.34231949,0,0,0,16.03800011,34.29
michalmunro,Left Back,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,Agility,00:08:31,220.5083544,117.9894791,84.90194702,17.6169281,0,0,0,17.53919983,32.46099854
luisribeiro,Winger,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,Agility,00:08:31,291.2355171,237.383667,51.94801331,1.903836489,0,0,0,12.47399998,33.3
marmion,Left Back,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,Agility,00:08:31,115.7620875,52.77964401,57.06511688,5.917328835,0,0,0,14.30280018,33.56999969
marvinsharpe,Winger,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,Agility,00:08:31,527.2385878,141.0248108,300.6110229,41.91950989,13.94377422,29.73948669,0,23.29920006,37.72399902
TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,Agility,00:08:08,284.4051887,161.1540259,100.02241,16.32577491,1.330085836,3.935237971,1.637655605,17.58992733,34.48627256
nereomarino,Centre Back,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,"Technical Circuit, Skills",00:08:43,998.3941602,246.448822,457.714325,254.8926697,27.29332924,12.04501438,0,23.58720016,33.56999969
phillippfarber,Midfielder,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,"Technical Circuit, Skills",00:08:43,1024.173773,266.2086487,340.6257629,197.4948273,93.98539734,104.8138351,21.04530334,26.12520027,36.39
michalmunro,Left Back,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,"Technical Circuit, Skills",00:08:43,1101.165346,249.8016968,445.0013123,333.7120667,44.59470367,27.35873795,0.696818471,24.01200104,32.46099854
kianlong,Right Back,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,"Technical Circuit, Skills",00:08:43,961.7662925,236.5437164,421.5839844,277.2754517,15.13419342,11.22895622,0,23.81040001,37.72
noahbrooks,Centre Back,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,"Technical Circuit, Skills",00:08:43,914.9384679,327.9345703,339.3335571,176.5345306,36.73430634,33.70032501,0.7011821866,24.68160057,33.48699951
luisribeiro,Winger,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,"Technical Circuit, Skills",00:08:43,10.46252259,10.46252251,0,0,0,0,0,4.013999939,33.3
georgeconnolly,Left Back,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,"Technical Circuit, Skills",00:08:43,987.3762891,244.6454926,487.9113464,194.3026581,40.50422287,18.62709999,1.385462523,24.16679955,32.59
marvinsharpe,Winger,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,"Technical Circuit, Skills",00:08:43,921.1834011,329.2043152,354.7605591,157.5945892,42.89851379,18.07839584,18.64704132,27.86039925,37.72399902
davutmeijs,Winger,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,"Technical Circuit, Skills",00:08:43,1112.248604,281.4363708,380.2029114,315.0470276,65.31389618,34.92093277,35.32746887,29.48760033,34.29
patrickkrueger,Midfielder,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,"Technical Circuit, Skills",00:08:43,7.875691439,7.875691414,0,0,0,0,0,3.967200041,34.24700165
marmion,Left Back,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,"Technical Circuit, Skills",00:08:43,1033.813249,291.0289307,401.5973511,298.0227051,29.75969315,11.26858616,2.135978222,24.94439888,33.56999969
TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,"Technical Circuit, Skills",00:08:43,824.8543452,226.5082525,329.8846463,200.4433205,36.01984145,24.73108032,7.267204995,21.51425455,34.48627256
noahbrooks,Centre Back,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,"Tactical movements, Strategy",00:07:03,588.4050632,232.1463928,161.1721344,93.91136169,54.70119858,40.76547623,5.708495617,26.76239967,33.48699951
nereomarino,Centre Back,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,"Tactical movements, Strategy",00:07:03,549.8027774,270.8726196,202.2557373,76.67443085,0,0,0,17.39519882,33.56999969
kianlong,Right Back,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,"Tactical movements, Strategy",00:07:03,452.5490735,172.6031036,150.6415253,79.74189758,20.65893745,5.530845642,23.37277794,28.55160141,37.72
luisribeiro,Winger,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,"Tactical movements, Strategy",00:07:03,3.665116144,3.665116072,0,0,0,0,0,2.512799978,33.3
marvinsharpe,Winger,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,"Tactical movements, Strategy",00:07:03,556.3850201,264.8449402,116.9973068,88.39801025,36.73106003,42.41926956,6.99442625,25.14599991,37.72399902
patrickkrueger,Midfielder,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,"Tactical movements, Strategy",00:07:03,3.83107463,3.831074715,0,0,0,0,0,2.858400106,34.24700165
phillippfarber,Midfielder,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,"Tactical movements, Strategy",00:07:03,568.0207381,260.0861206,128.7677917,95.26992035,32.40007019,41.69143677,9.805412292,25.14960098,36.39
davutmeijs,Winger,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,"Tactical movements, Strategy",00:07:03,616.0525045,274.0419312,173.1006927,128.2228851,33.78804016,6.8989501,0,22.71240044,34.29
michalmunro,Left Back,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,"Tactical movements, Strategy",00:07:03,643.6110712,247.9502869,188.348938,119.3369446,39.06518555,18.77556038,30.13415718,27.12959862,32.46099854
georgeconnolly,Left Back,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,"Tactical movements, Strategy",00:07:03,299.885159,144.8196106,51.95084,63.35282135,11.36579037,22.85786057,5.538239479,25.50239944,32.59
marmion,Left Back,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,"Tactical movements, Strategy",00:07:03,500.5238658,227.2223053,129.9898071,57.10250473,27.20528221,18.0964489,40.90751648,28.71720123,33.56999969
TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,"Tactical movements, Strategy",00:07:03,434.7937694,191.0985001,118.4749794,72.91007059,23.26505132,17.91234983,11.13282048,21.13069096,34.48627256
phillippfarber,Midfielder,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,SSG 4 vs 4,00:11:00,1075.474362,373.5268555,361.7780151,226.9273529,66.76730347,29.73637009,16.73845673,30.4416008,36.39
patrickkrueger,Midfielder,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,SSG 4 vs 4,00:11:00,22.57465507,22.36960793,0.2050471902,0,0,0,0,6.044400215,34.24700165
noahbrooks,Centre Back,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,SSG 4 vs 4,00:11:00,1101.138495,405.7105103,354.4859009,241.5241547,39.54958725,23.82587814,36.0424881,30.10320091,33.48699951
michalmunro,Left Back,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,SSG 4 vs 4,00:11:00,1197.270203,321.1149902,410.4423828,322.0939941,78.50417328,57.42593384,7.6887393,24.64920044,32.46099854
marvinsharpe,Winger,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,SSG 4 vs 4,00:11:00,997.6884171,374.7923889,259.2701416,230.4398499,43.1829834,65.94701385,24.05605507,26.95680046,37.72399902
kianlong,Right Back,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,SSG 4 vs 4,00:11:00,929.6278864,293.1000671,304.5940247,293.5056763,18.19507027,18.85211754,1.380955458,24.31439972,37.72
georgeconnolly,Left Back,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,SSG 4 vs 4,00:11:00,1002.674902,357.9415588,395.3696899,196.2298279,41.153965,11.97985458,0,23.92560005,32.59
davutmeijs,Winger,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,SSG 4 vs 4,00:11:00,1056.225549,424.8365479,281.3546143,237.7490082,63.04056168,48.49996567,0.7448437214,24.1128006,34.29
nereomarino,Centre Back,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,SSG 4 vs 4,00:11:00,74.48991899,74.29905701,0.1908630282,0,0,0,0,6.148799896,33.56999969
marmion,Left Back,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,SSG 4 vs 4,00:11:00,1137.605936,427.1428833,343.8084106,256.5402222,76.78449249,31.85552406,1.474433541,24.95880127,33.56999969
luisribeiro,Winger,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,SSG 4 vs 4,00:11:00,47.13478176,46.44311523,0.6916649342,0,0,0,0,6.951600075,33.3
TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,SSG 4 vs 4,00:11:00,785.6277369,283.7525075,246.5627959,182.2736442,38.83437608,26.19296889,8.011451992,20.78247313,34.48627256
phillippfarber,Midfielder,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,Transitions,00:14:07,1408.70921,428.8586121,568.3258057,294.5386658,43.81805038,27.19015312,45.97793579,31.16160011,36.39
patrickkrueger,Midfielder,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,Transitions,00:14:07,526.4099823,257.5455933,255.3958893,13.46849728,0,0,0,13.53240013,34.24700165
noahbrooks,Centre Back,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,Transitions,00:14:07,1478.120779,501.9846191,585.2697144,299.9252625,78.55393219,12.38727474,0,23.57999992,33.48699951
michalmunro,Left Back,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,Transitions,00:14:07,1731.80668,372.7567139,690.5065308,542.8463745,60.09251785,34.35678482,31.24772835,27.83160019,32.46099854
marvinsharpe,Winger,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,Transitions,00:14:07,1264.477185,507.2151184,394.5302734,268.2817688,47.2263031,32.18164444,15.04206276,28.40399933,37.72399902
kianlong,Right Back,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,Transitions,00:14:07,1178.53668,517.6633911,409.8612061,192.0495758,53.35967636,5.602838039,0,21.94919968,37.72
georgeconnolly,Left Back,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,Transitions,00:14:07,1318.598837,512.6029053,549.6393433,200.4512634,33.94626617,21.95901871,0,23.42519951,32.59
davutmeijs,Winger,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,Transitions,00:14:07,1446.423657,602.7420044,450.3469849,223.8817139,78.85547638,50.08626175,40.51117706,28.73159981,34.29
luisribeiro,Winger,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,Transitions,00:14:07,408.2041105,252.6781006,139.106369,16.41963387,0,0,0,16.68600082,33.3
marmion,Left Back,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,Transitions,00:14:07,1439.879753,543.1650391,508.4255981,239.4240265,83.12812805,47.18398285,18.55295181,27.16919899,33.56999969
nereomarino,Centre Back,Wimu team,11/03/2021,-2 MD,Tactical,SESSION 11.03,Transitions,00:14:07,6.670022764,6.670022964,0,0,0,0,0,2.552399874,33.56999969
TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,Transitions,00:14:07,1109.803354,409.4438291,413.7643377,208.2987984,43.54366823,20.99526895,13.75744143,22.27483622,34.48627256
Sullivan2,Midfielder,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,Session,01:24:01,4186.491033,2970.133057,1100.788818,115.5690536,0,0,0,17.81340008,33.11
Sergio01,Left Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,Session,01:24:01,5380.139561,2815.936523,1977.587402,523.8695068,60.86357117,1.882471323,0,21.20400009,28.36
scottmontague,Right Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,Session,01:24:01,5080.115479,2680.246094,1737.57959,599.3128662,57.73111343,5.245869875,0,21.9183001,31.22599983
samuelburton,Striker,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,Session,01:24:01,4856.170449,2721.409668,1745.379517,369.7397003,11.8589716,5.348781347,2.433777094,23.29920015,33.17
ricardo,Center Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,Session,01:24:01,5184.498045,3067.522949,1676.061279,413.2976685,27.61621094,0,0,20.58900032,29.58
charliejames,Striker,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,Session,01:24:01,4644.190609,2308.512207,1764.742676,524.4365845,45.299366,1.19963944,0,21.28259983,29.74
Ross2,Winger,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,Session,01:24:01,4745.295131,2509.77124,1740.51062,447.9873962,36.98747635,10.03827667,0,23.28180027,31.08
luisribeiro,Winger,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,Session,01:24:01,5548.570549,3117.854492,1883.156738,512.5478516,26.24346733,8.768025398,0,22.91640015,33.3
marvinsharpe,Winger,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,Session,00:02:29,21.89542514,21.8954258,0,0,0,0,0,3.943799973,37.72399902
kianlong,Right Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,Session,01:24:01,5337.661027,2630.54834,2019.655151,667.4880981,14.42470932,5.544662476,0,22.6368001,37.72
noahbrooks,Centre Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,Session,01:24:01,4837.271781,3069.908203,1486.842407,255.1260986,18.66795731,6.727163315,0,22.05540018,33.48699951
phillippfarber,Midfielder,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,Session,01:24:01,5891.434869,2959.249512,2002.799194,791.6702271,94.22046661,36.55345917,6.941975117,24.70560036,36.39
TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,Session,01:17:14,4642.811163,2572.748976,1594.591949,435.0870876,32.82610917,6.775695751,0.7813126842,20.47052513,32.90724986
Sullivan2,Midfielder,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,Drills,00:59:42,2940.793558,2262.544678,591.6846924,86.56419373,0,0,0,17.81340008,33.11
scottmontague,Right Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,Drills,00:59:42,3676.230092,1978.706543,1143.780121,493.2520905,55.24544334,5.245869875,0,21.9183001,31.22599983
samuelburton,Striker,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,Drills,00:59:42,3708.764476,2058.405579,1286.385162,348.9827576,9.341015816,3.216224909,2.433777094,22.09589996,33.17
ricardo,Center Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,Drills,00:59:42,3812.038403,2291.906494,1132.843628,359.6720276,27.61621094,0,0,20.58900032,29.58
kianlong,Right Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,Drills,00:59:42,3840.540677,1962.223999,1325.362427,535.1724854,12.2369957,5.544662476,0,22.6368001,37.72
charliejames,Striker,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,Drills,00:59:42,3741.710738,1893.640747,1312.37854,489.1924133,45.299366,1.19963944,0,21.28259983,29.74
marvinsharpe,Winger,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,Drills,00:00:51,21.89542514,21.8954258,0,0,0,0,0,3.943799973,37.72399902
Ross2,Winger,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,Drills,00:59:42,3433.668653,1871.226196,1146.310425,369.1063232,36.98747635,10.03827667,0,23.28180027,31.08
noahbrooks,Centre Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,Drills,00:58:38,3769.412743,2245.952637,1276.918457,234.4157104,12.12580681,0,0,19.47899981,33.48699951
luisribeiro,Winger,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,Drills,00:59:42,4310.833746,2388.840332,1388.270752,498.7110901,26.24346733,8.768025398,0,22.91640015,33.3
Sergio01,Left Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,Drills,00:59:42,3948.89184,2065.455078,1383.330933,445.5567017,52.66666031,1.882471323,0,21.20400009,28.36
phillippfarber,Midfielder,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,Drills,00:59:42,4223.596101,2179.430908,1341.70166,580.1512451,81.28593445,34.08439636,6.941975117,24.70560036,36.39
TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,Drills,00:54:42,3452.364704,1935.019051,1110.747233,370.0647532,29.92069809,5.831630538,0.7813126842,20.15555009,32.90724986
noahbrooks,Centre Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,7,00:03:38,379.5293116,59.26496124,320.2643433,0,0,0,0,11.65800004,33.48699951
TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,7,00:03:38,379.5293116,59.26496124,320.2643433,0,0,0,0,11.65800004,33.48699951
Sullivan2,Midfielder,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,Calent,00:07:01,193.8331259,172.8051453,21.02798653,0,0,0,0,7.687799978,33.11
scottmontague,Right Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,Calent,00:07:01,316.1819909,160.8411102,123.241787,32.09909344,0,0,0,15.86549993,31.22599983
samuelburton,Striker,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,Calent,00:07:01,307.1708477,175.3007202,113.1426811,18.72745085,0,0,0,14.76180003,33.17
ricardo,Center Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,Calent,00:07:01,317.9845156,161.9547119,108.3016815,47.7281189,0,0,0,15.20819979,29.58
Sergio01,Left Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,Calent,00:07:01,322.5101187,177.6816254,111.5595703,33.26892853,0,0,0,15.22979994,28.36
kianlong,Right Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,Calent,00:07:01,288.4486983,122.831871,129.0047607,36.61206436,0,0,0,15.26219988,37.72
Ross2,Winger,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,Calent,00:07:01,227.2044025,113.5546341,113.6497726,0,0,0,0,11.69160004,31.08
charliejames,Striker,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,Calent,00:07:01,319.5789602,167.8277588,127.7695541,23.9816494,0,0,0,15.74520006,29.74
phillippfarber,Midfielder,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,Calent,00:07:01,367.6412817,178.0549622,132.8783417,56.70796967,0,0,0,17.16719999,36.39
luisribeiro,Winger,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,Calent,00:07:01,334.6182798,183.5066376,85.1774826,49.63948441,7.526647091,8.768025398,0,22.91640015,33.3
noahbrooks,Centre Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,Calent,00:07:01,298.7047974,189.4999084,89.46633911,19.73854256,0,0,0,14.61899972,33.48699951
TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,Calent,00:07:01,299.4433653,163.9871896,105.0199961,28.95484565,0.6842406446,0.797093218,0,15.10497268,32.46936358
Sullivan2,Midfielder,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,2,00:07:49,304.8743418,240.3191986,63.53038788,1.024754643,0,0,0,12.10079985,33.11
scottmontague,Right Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,2,00:07:49,345.31366,208.1076584,88.8590107,44.12779236,4.219201565,0,0,15.26730008,31.22599983
Ross2,Winger,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,2,00:07:49,391.2733195,204.0592804,95.32227325,85.21166229,6.680109024,0,0,20.42819996,31.08
charliejames,Striker,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,2,00:07:49,416.3956697,245.8842316,109.2037277,61.30771255,0,0,0,16.37519989,29.74
kianlong,Right Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,2,00:07:49,408.0536437,206.497406,130.9841766,70.57205963,0,0,0,16.4724,37.72
noahbrooks,Centre Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,2,00:07:49,405.5238301,273.3596497,121.5243149,10.63987541,0,0,0,13.46999989,33.48699951
ricardo,Center Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,2,00:07:49,428.6052877,244.3588409,152.9999237,27.55197144,3.694554567,0,0,19.17600002,29.58
luisribeiro,Winger,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,2,00:07:49,495.1448768,256.7446899,116.3726807,114.1710587,7.85644722,0,0,19.31580019,33.3
samuelburton,Striker,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,2,00:07:49,434.6028565,230.7645721,128.907444,74.15443802,0.7764010429,0,0,17.89530001,33.17
phillippfarber,Midfielder,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,2,00:07:49,516.665644,273.2563477,145.5554047,97.3649292,0.4889651239,0,0,18.07020006,36.39
Sergio01,Left Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,2,00:07:49,445.4623067,227.6838379,122.7427444,77.81216431,17.2235527,0,0,20.76660004,28.36
TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,2,00:07:49,417.4468579,237.366883,116.0001899,60.35803805,3.721748295,0,0,17.21252727,32.46936358
Sergio01,Left Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,3,00:13:31,805.5150153,503.9349365,242.2831116,46.1422348,11.27227211,1.882471323,0,21.20400009,28.36
scottmontague,Right Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,3,00:13:31,915.5556058,541.3205872,304.5626221,67.76061249,1.911799669,0,0,16.31549985,31.22599983
ricardo,Center Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,3,00:13:31,770.8042161,536.1576538,196.8798218,37.76675797,0,0,0,17.40479937,29.58
samuelburton,Striker,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,3,00:13:31,772.5552166,533.390976,208.6271973,30.01333809,0.5237118602,0,0,16.93109994,33.17
phillippfarber,Midfielder,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,3,00:13:31,871.0066854,539.5358887,260.8128052,64.64287567,6.015117645,0,0,20.61540012,36.39
kianlong,Right Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,3,00:13:31,845.7039463,510.4856567,293.6463013,41.57200241,0,0,0,15.95880003,37.72
marvinsharpe,Winger,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,3,00:02:29,21.89542514,21.8954258,0,0,0,0,0,3.943799973,37.72399902
Sullivan2,Midfielder,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,3,00:13:31,609.7335331,488.250946,111.8718109,9.610777855,0,0,0,13.19940004,33.11
Ross2,Winger,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,3,00:13:31,766.3044376,546.6952515,189.6329041,29.97625351,0,0,0,15.34379997,31.08
luisribeiro,Winger,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,3,00:13:31,905.5216159,560.1883545,277.5556946,64.69102478,3.086542606,0,0,18.50100002,33.3
noahbrooks,Centre Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,3,00:13:31,740.9061202,551.328186,163.4757996,26.10210609,0,0,0,15.66900015,33.48699951
charliejames,Striker,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,3,00:13:31,684.8987815,407.4304199,229.9127045,47.55565643,0,0,0,16.9644001,29.74
TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,3,00:12:36,725.8667166,478.3845236,206.6050644,38.81947001,1.900786991,0.1568726103,0,16.00424997,32.90724986
Sullivan2,Midfielder,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,4,00:10:05,628.3382262,468.7313232,140.8605957,18.746315,0,0,0,17.81340008,33.11
ricardo,Center Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,4,00:10:05,783.0891659,487.5830994,217.8268127,70.51158905,7.167658806,0,0,20.58900032,29.58
phillippfarber,Midfielder,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,4,00:10:05,780.4562791,458.0887756,245.0214233,73.39523315,3.950855494,0,0,19.5198,36.39
kianlong,Right Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,4,00:10:05,805.1590237,416.0192261,305.17276,83.96704102,0,0,0,17.22840014,37.72
charliejames,Striker,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,4,00:10:05,687.180287,327.4864502,285.0038452,73.64665222,1.043342113,0,0,18.12179976,29.74
Ross2,Winger,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,4,00:10:05,642.9522792,420.8925781,180.0868988,41.97280121,0,0,0,16.76820002,31.08
scottmontague,Right Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,4,00:10:05,671.0740051,380.7633362,205.1648026,80.24900627,4.896861076,0,0,18.71820002,31.22599983
samuelburton,Striker,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,4,00:10:05,679.6395427,393.9228973,244.090004,40.85053253,0.7761074901,0,0,16.64819984,33.17
Sergio01,Left Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,4,00:10:05,844.0661876,382.1981812,331.7085876,127.5283661,2.631052732,0,0,18.47279978,28.36
luisribeiro,Winger,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,4,00:10:05,790.9833881,433.6063843,266.7919922,90.58501434,0,0,0,17.68439999,33.3
noahbrooks,Centre Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,4,00:10:05,680.1122579,478.6498413,157.6734772,42.69651413,1.092405558,0,0,18.21899986,33.48699951
TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,4,00:10:05,726.6409675,422.5401903,234.4910181,67.649915,1.959843934,0,0,18.16210907,32.46936358
Sergio01,Left Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,5,00:16:03,1364.960847,634.1522827,557.5596924,152.2229309,21.02592278,0,0,20.95319996,28.36
scottmontague,Right Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,5,00:16:03,1161.33971,533.1764221,360.5050201,219.2148132,43.19759178,5.245869875,0,21.9183001,31.22599983
samuelburton,Striker,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,5,00:16:03,1229.146604,561.6523743,492.8730164,162.4596291,6.511588812,3.216224909,2.433777094,22.09589996,33.17
