Username,Position,Team Name,Session Date,Match Day,Session Type,Session Name,Task Name,Player Duration,Distance (m),"Speed Zones (m) [0.0, 6.0]","Speed Zones (m) [6.0, 12.0]","Speed Zones (m) [12.0, 18.0]","Speed Zones (m) [18.0, 21.0]","Speed Zones (m) [21.0, 24.0]","Speed Zones (m) [24.0, 50.0]",Max Speed (km/h),Max Speed (Historical Player Maximum)
phillippfarber,Midfielder,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,5,00:16:03,1224.102221,537.472229,388.8379517,210.540741,58.68626022,28.56506538,0,23.92080002,36.39
Sullivan2,Midfielder,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,5,00:16:03,919.1635173,639.0564575,222.9246979,57.18234634,0,0,0,15.17040024,33.11
Ross2,Winger,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,5,00:16:03,1017.822609,446.8959045,359.5310669,175.1085358,26.24882507,10.03827667,0,23.28180027,31.08
charliejames,Striker,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,5,00:16:03,1217.754771,529.284729,439.1906433,219.974472,28.10528755,1.19963944,0,21.28259983,29.74
kianlong,Right Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,5,00:16:03,1095.973046,491.4603882,349.0155334,247.5990753,7.898042679,0,0,18.69899998,37.72
ricardo,Center Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,5,00:16:03,1380.643039,746.5802612,443.6796875,173.6291046,16.7539978,0,0,18.90119991,29.58
luisribeiro,Winger,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,5,00:16:03,1316.857567,690.8591309,498.2946167,127.7038574,0,0,0,15.65280018,33.3
noahbrooks,Centre Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,5,00:16:03,1246.458321,685.8998413,421.1767273,128.3483124,11.03340149,0,0,19.47899981,33.48699951
TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,5,00:16:03,1197.656568,590.5900019,412.1444231,170.3621653,19.95099256,4.387734207,0.2212524631,20.12318184,32.46936358
Sullivan2,Midfielder,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,6,00:05:10,284.850814,253.3816071,31.46920967,0,0,0,0,9.859800053,33.11
Sergio01,Left Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,6,00:05:10,166.3773642,139.804306,17.47714996,8.582057953,0.5138566494,0,0,18.01320019,28.36
scottmontague,Right Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,6,00:05:10,266.7651202,154.497467,61.4468956,49.80076981,1.01998961,0,0,11.3319,31.22599983
samuelburton,Striker,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,6,00:05:10,285.649409,163.3740082,98.74482203,22.77737081,0.7532064319,0,0,15.3717001,33.17
ricardo,Center Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,6,00:05:10,130.9121788,115.2719193,13.15576267,2.484499693,0,0,0,12.93659992,29.58
charliejames,Striker,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,6,00:05:10,415.9022694,215.7272491,121.2980118,62.72627258,16.15073586,0,0,20.69700022,29.74
Ross2,Winger,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,6,00:05:10,388.1116053,139.1285095,208.0874939,36.83706284,4.058542252,0,0,20.18640003,31.08
luisribeiro,Winger,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,6,00:05:10,467.7080183,263.9352417,144.0782928,51.92065048,7.773830414,0,0,19.8605999,33.3
phillippfarber,Midfielder,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,6,00:05:10,463.7239894,193.0227203,168.5957336,77.4994812,12.14473724,5.519331455,6.941975117,24.70560036,36.39
kianlong,Right Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,6,00:05:10,397.2023192,214.9295197,117.5389252,54.85025787,4.338953018,5.544662476,0,22.6368001,37.72
noahbrooks,Centre Back,Wimu team,12/03/2021,-1 MD,Pre-match,SESSION 12.03,6,00:00:27,18.17810446,7.950272083,3.337479353,6.890353203,0,0,0,17.50079985,33.48699951
TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,6,00:04:44,298.6710175,169.1838927,89.56634333,34.03352513,4.250350134,1.00581763,0.631088647,17.55458188,32.46936358
michalmunro,Left Back,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,Session,01:44:48,4521.234063,2792.235107,1053.693359,474.649353,131.118866,51.89450073,17.64282036,32.46120071,32.46099854
kianlong,Right Back,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,Session,01:44:48,11906.53826,4173.295898,3859.126465,2922.626953,583.8366699,228.6988525,138.9536133,30.58919907,37.72
marmion,Left Back,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,Session,01:44:48,11239.76748,4202.824219,3668.057373,2341.092529,648.3040161,293.0003052,86.48896027,29.39760208,33.56999969
marvinsharpe,Winger,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,Session,01:44:48,9379.662131,4300.097168,2978.037598,1679.459106,267.8126221,109.2631531,44.99274826,28.73519897,37.72399902
davutmeijs,Winger,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,Session,01:44:48,11341.77026,4252.845215,4003.384521,2352.456787,448.4386292,197.2352142,87.41001129,29.51640129,34.29
noahbrooks,Centre Back,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,Session,01:44:48,8204.829672,3892.336426,2488.759033,1283.780029,249.1401215,171.8065948,119.0074844,31.47480011,33.48699951
georgeconnolly,Left Back,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,Session,01:44:48,10309.02654,4227.250977,3190.067627,1937.251099,462.1055603,260.9895935,231.3617096,30.94919968,32.59
luisribeiro,Winger,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,Session,01:44:48,11988.47147,4537.828125,3506.540039,2680.455078,656.258728,351.4407654,255.9486847,30.39120102,33.3
patrickkrueger,Midfielder,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,Session,01:44:48,11463.75321,4442.680176,3637.960205,2143.881104,565.2554321,422.6252136,251.3509216,30.33359909,34.24700165
nereomarino,Centre Back,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,Session,01:44:48,11467.98006,4089.061523,4176.010742,2590.366699,382.8222961,180.7874298,48.93146133,29.37240219,33.56999969
TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,Session,01:44:48,10182.30332,4091.045483,3256.163696,2040.601874,439.5092941,226.7741623,128.2088415,30.32208042,34.29589981
kianlong,Right Back,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,Drills,01:29:59,10300.05331,2715.487061,3732.910889,2900.16626,583.8366699,228.6988525,138.9536133,30.58919907,37.72
luisribeiro,Winger,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,Drills,01:29:59,10255.08971,3133.976807,3238.286865,2623.030762,652.4058228,351.4407654,255.9486847,30.39120102,33.3
nereomarino,Centre Back,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,Drills,01:29:59,9799.387054,2744.471191,3897.364014,2545.010742,382.8222961,180.7874298,48.93146133,29.37240219,33.56999969
davutmeijs,Winger,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,Drills,01:29:59,9713.020404,2907.055176,3824.73877,2256.612061,441.9485474,195.2560425,87.41001129,29.51640129,34.29
patrickkrueger,Midfielder,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,Drills,01:29:59,9332.274362,2889.164063,3256.854492,2061.130859,521.8291016,351.9450073,251.3509216,30.33359909,34.24700165
georgeconnolly,Left Back,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,Drills,01:29:59,8807.513879,3085.795898,2943.780273,1831.170532,454.4156494,260.9895935,231.3617096,30.94919968,32.59
marmion,Left Back,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,Drills,01:29:59,8604.24481,3126.10791,3066.262695,1813.868408,358.1436157,153.3731232,86.48896027,29.39760208,33.56999969
marvinsharpe,Winger,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,Drills,01:29:59,7953.299929,2997.730957,2880.396729,1653.10376,267.8126221,109.2631531,44.99274826,28.73519897,37.72399902
noahbrooks,Centre Back,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,Drills,01:29:59,6692.25771,2650.36377,2245.596924,1256.878296,248.6047363,171.8065948,119.0074844,31.47480011,33.48699951
michalmunro,Left Back,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,Drills,01:29:59,2951.501145,1443.528931,832.666748,474.649353,131.118866,51.89450073,17.64282036,32.46120071,32.46099854
TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,Drills,01:29:59,8440.864232,2769.368176,2991.88584,1941.562103,404.2937927,205.5455063,128.2088415,30.32208042,34.29589981
patrickkrueger,Midfielder,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,1st Half,00:44:59,4963.479599,1467.643555,1720.370605,1127.116577,295.4070129,191.5928802,161.3488312,29.86919975,34.24700165
noahbrooks,Centre Back,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,1st Half,00:44:59,4402.508132,1672.590454,1495.908203,849.1461182,164.9806061,120.6931229,99.18968964,31.47480011,33.48699951
nereomarino,Centre Back,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,1st Half,00:44:59,5177.90891,1316.25354,2052.582031,1396.279053,231.9766083,143.0745087,37.74320602,29.37240219,33.56999969
marvinsharpe,Winger,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,1st Half,00:44:59,4277.672235,1480.45166,1590.310791,1010.944031,123.6006241,54.67014694,17.69493675,26.81279945,37.72399902
georgeconnolly,Left Back,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,1st Half,00:44:59,4818.472372,1540.725342,1696.233154,1020.885559,206.1470642,183.9299164,170.5512543,30.94919968,32.59
davutmeijs,Winger,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,1st Half,00:44:59,5110.890475,1410.257446,2077.556885,1227.02478,256.9487305,108.7461777,30.35638237,29.51640129,34.29
marmion,Left Back,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,1st Half,00:44:59,4573.743283,1527.013428,1669.372803,1017.187195,196.9437408,93.03572083,70.19043732,29.39760208,33.56999969
michalmunro,Left Back,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,1st Half,00:44:59,323.969392,224.3935394,56.82296371,2.574940681,15.565588,11.31575298,13.29661083,32.46120071,32.46099854
kianlong,Right Back,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,1st Half,00:44:59,5650.624706,1266.540039,2131.414551,1765.941772,334.8108521,105.9084015,46.00908661,29.11319923,37.72
luisribeiro,Winger,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,1st Half,00:44:59,5354.92088,1602.583618,1741.687866,1397.235352,345.6026611,146.7903442,121.0210724,30.01680183,33.3
TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,1st Half,00:44:59,4465.418998,1350.845262,1623.225985,1081.433538,217.1983488,115.9756972,76.74015074,29.89836063,34.29589981
noahbrooks,Centre Back,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,2nd Half,00:44:59,2289.749579,977.7733154,749.6885986,407.7322083,83.62413788,51.11347961,19.8177948,27.33480072,33.48699951
nereomarino,Centre Back,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,2nd Half,00:44:59,4621.478144,1428.217651,1844.781982,1148.731689,150.8456726,37.71292496,11.18825626,25.90559959,33.56999969
michalmunro,Left Back,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,2nd Half,00:44:59,2627.531753,1219.135376,775.84375,472.0744019,115.5532837,40.5787468,4.346209049,26.46720123,32.46099854
georgeconnolly,Left Back,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,2nd Half,00:44:59,3989.041507,1545.070679,1247.547241,810.2849121,248.2686005,77.05966949,60.81044388,29.57039833,32.59
patrickkrueger,Midfielder,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,2nd Half,00:44:59,4368.794763,1421.52063,1536.483765,934.0142212,226.4220734,160.3521118,90.00209045,30.33359909,34.24700165
davutmeijs,Winger,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,2nd Half,00:44:59,4602.129929,1496.797729,1747.181763,1029.587158,184.9998169,86.50986481,57.05362701,29.42280197,34.29
kianlong,Right Back,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,2nd Half,00:44:59,4649.428606,1448.946899,1601.496338,1134.224609,249.0257874,122.790451,92.94451904,30.58919907,37.72
luisribeiro,Winger,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,2nd Half,00:44:59,4900.168833,1531.393188,1496.599121,1225.79541,306.8031311,204.6504059,134.9276123,30.39120102,33.3
marvinsharpe,Winger,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,2nd Half,00:44:59,3675.627694,1517.279297,1290.085938,642.159729,144.2119751,54.59300613,27.29781151,28.73519897,37.72399902
marmion,Left Back,Wimu team,13/03/2021,MD,Official game,Partido MD 13.03,2nd Half,00:44:59,4030.501528,1599.09436,1396.890015,796.6812744,161.1998749,60.33740234,16.29852676,26.56079865,33.56999969
TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,2nd Half,00:44:59,3975.445234,1418.522913,1368.659851,860.1285614,187.0954353,89.56980629,51.46868911,28.53107986,34.29589981
phillippfarber,Midfielder,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Session,01:24:31,6994.124437,2787.968994,2302.611084,1473.745117,320.3636169,101.0751801,8.360527992,25.00559998,36.39
nereomarino,Centre Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Session,01:26:27,5923.799048,2466.750244,2142.604492,1085.090088,158.7534943,57.04724121,13.55347252,27.83160019,33.56999969
michalmunro,Left Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Session,01:23:17,5950.360711,2415.942871,1895.979736,1028.550659,318.9664001,183.1294098,107.7916946,29.85480118,32.46099854
kianlong,Right Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Session,01:26:27,8017.151097,2841.730713,2852.946289,1883.265381,218.8389282,137.5014038,82.8681488,27.66600037,37.72
noahbrooks,Centre Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Session,01:26:27,7445.310549,2470.296631,2268.967285,1914.059082,416.6862793,194.9373016,180.3638763,31.23359871,33.48699951
georgeconnolly,Left Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Session,01:26:27,6400.467316,2450.397217,2207.937012,1209.010254,302.5507507,202.2076111,28.3644371,25.58879852,32.59
patrickkrueger,Midfielder,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Session,01:26:27,3327.903846,2640.370361,592.4636841,85.10116577,9.968671799,0,0,20.96640015,34.24700165
luisribeiro,Winger,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Session,01:24:16,6340.851949,2498.535889,1925.147827,1344.585205,314.9128113,151.8560181,105.8141937,29.08799934,33.3
marvinsharpe,Winger,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Session,01:24:17,6353.194331,2320.072021,2539.567627,1122.911011,175.8326111,103.7430191,91.06816864,32.22719955,37.72399902
marmion,Left Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Session,01:23:15,5871.363166,2505.889893,2070.223145,921.9395142,205.8087158,120.7713089,46.73051834,27.09720039,33.56999969
davutmeijs,Winger,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Session,01:24:19,6409.060523,2987.686523,1904.976318,960.5284424,257.8036804,175.6084747,122.4571152,29.09880066,34.29
TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,Session,01:25:06,6275.780634,2580.512851,2063.947682,1184.435084,245.4987236,129.8069971,71.57928666,27.78709082,34.48627256
phillippfarber,Midfielder,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Drills,00:47:23,4011.694672,1544.454834,1490.812256,745.9363403,179.6630096,49.46136093,1.366915703,24.04800034,36.39
nereomarino,Centre Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Drills,00:49:19,3413.977593,1316.827759,1359.839233,606.7299194,76.16997528,40.85722733,13.55347252,27.83160019,33.56999969
patrickkrueger,Midfielder,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Drills,00:49:19,2139.405281,1637.439941,437.0680542,64.89732361,0,0,0,15.91919994,34.24700165
michalmunro,Left Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Drills,00:46:09,3416.048529,1262.962891,1174.919556,660.1773071,177.1145935,86.52733612,54.34685898,29.61000061,32.46099854
marvinsharpe,Winger,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Drills,00:47:09,3842.753489,1275.396362,1648.503662,702.3640137,95.25658417,62.93358994,58.29933929,30.03839874,37.72399902
kianlong,Right Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Drills,00:49:19,4828.732765,1698.851074,1739.402832,1159.98645,127.6101913,71.48717499,31.39505196,27.12240028,37.72
davutmeijs,Winger,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Drills,00:47:11,3718.672039,1610.914551,1203.324341,581.6311646,153.5936279,92.07240295,77.13585663,29.09880066,34.29
luisribeiro,Winger,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Drills,00:47:08,3563.230888,1362.619263,1208.421631,681.7960815,144.4902802,73.50089264,92.40271759,29.08799934,33.3
marmion,Left Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Drills,00:46:07,3475.016944,1351.649048,1263.335693,583.6262817,134.9515991,98.53749084,42.91684723,27.09720039,33.56999969
noahbrooks,Centre Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Drills,00:49:19,4279.74907,1372.545776,1453.186279,1074.560913,187.2460785,97.13967133,95.07037354,31.23359871,33.48699951
georgeconnolly,Left Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Drills,00:49:19,3829.848238,1387.454834,1387.640991,723.520874,176.4815369,136.8251648,17.92479515,25.58879852,32.59
TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,Drills,00:47:58,3683.557228,1438.283303,1306.041321,689.5660608,132.0524979,73.57657381,44.03747533,26.97054525,34.48627256
patrickkrueger,Midfielder,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Warm Up,00:09:50,356.3775549,240.5984039,84.53310394,31.24605179,0,0,0,14.16960049,34.24700165
nereomarino,Centre Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Warm Up,00:09:50,542.4262545,259.366394,283.0598755,0,0,0,0,11.82960033,33.56999969
michalmunro,Left Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Warm Up,00:06:40,323.8216612,128.3930206,94.96953583,96.84264374,3.61645174,0,0,20.39760017,32.46099854
kianlong,Right Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Warm Up,00:09:50,865.5272089,493.3552551,270.3642883,101.807663,0,0,0,17.52120018,37.72
noahbrooks,Centre Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Warm Up,00:09:50,630.3516389,258.2663574,323.2609863,46.74992752,2.074371338,0,0,18.46440125,33.48699951
phillippfarber,Midfielder,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Warm Up,00:07:54,660.0516337,387.1921387,272.8594971,0,0,0,0,11.13840008,36.39
georgeconnolly,Left Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Warm Up,00:09:50,443.6428052,231.2988586,206.5905457,5.753398895,0,0,0,14.33160019,32.59
davutmeijs,Winger,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Warm Up,00:07:42,435.0232442,177.8749695,257.1482849,0,0,0,0,11.18159962,34.29
luisribeiro,Winger,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Warm Up,00:07:39,394.781292,130.8006134,263.9806824,0,0,0,0,10.93319988,33.3
marmion,Left Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Warm Up,00:06:38,320.2537297,139.5058441,180.747879,0,0,0,0,12.81239986,33.56999969
marvinsharpe,Winger,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Warm Up,00:07:40,272.1401029,169.0903473,101.3592682,1.690494895,0,0,0,14.63759995,37.72399902
TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,Warm Up,00:08:29,476.7633751,237.7947457,212.6249043,25.82637998,0.5173475526,0,0,14.31065473,34.48627256
patrickkrueger,Midfielder,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Box,00:07:45,301.3850081,189.1197357,103.7885284,8.476746559,0,0,0,14.42519951,34.24700165
nereomarino,Centre Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Box,00:07:45,411.9725311,152.1868744,130.7320709,104.3823776,12.13215446,11.76711464,0.771941781,24.18840027,33.56999969
phillippfarber,Midfielder,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Box,00:07:45,452.5412473,167.7899323,128.3567505,86.59773254,59.30761337,10.48922062,0,23.03639984,36.39
noahbrooks,Centre Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Box,00:07:45,496.7395503,149.2949371,169.8486023,150.9820709,13.25162888,7.017244816,6.34506464,25.76519966,33.48699951
kianlong,Right Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Box,00:07:45,498.1715456,234.4405365,139.476944,78.57749176,27.47801399,12.48126125,5.717290401,25.916399,37.72
georgeconnolly,Left Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Box,00:07:45,393.4786553,96.55514526,154.6744537,110.8681793,27.79947662,3.581393242,0,21.45240021,32.59
davutmeijs,Winger,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Box,00:07:45,502.1508162,187.4911346,140.0352783,107.3104858,23.95293617,24.11285591,19.24812126,26.67599869,34.29
michalmunro,Left Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Box,00:07:45,394.6849487,137.9643707,148.1291199,73.52830505,15.29113007,19.77202225,0,23.67720032,32.46099854
luisribeiro,Winger,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Box,00:07:45,385.2804928,153.4987335,126.9586639,65.25942993,21.27985001,18.28380966,0,23.63400078,33.3
marmion,Left Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Box,00:07:45,396.7996026,148.8388062,128.8414612,64.23332214,38.56209564,16.32392693,0,22.78800011,33.56999969
marvinsharpe,Winger,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Box,00:07:45,466.9732955,146.930954,189.9280548,78.2205658,13.54379082,15.07615089,23.2737751,30.03839874,37.72399902
TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,Box,00:07:45,427.2888812,160.3737418,141.8881753,84.40333705,22.96351728,12.62772729,5.032381199,23.78159974,34.48627256
nereomarino,Centre Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,"Tactical movements, Strategy",00:06:30,317.4541923,158.9224091,67.66674805,63.46801758,14.15684891,9.103190422,4.136974812,24.79319954,33.56999969
phillippfarber,Midfielder,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,"Tactical movements, Strategy",00:06:30,495.1642844,253.5801544,120.4352188,96.4021225,23.47213173,1.2746557,0,21.80879974,36.39
michalmunro,Left Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,"Tactical movements, Strategy",00:06:30,417.1917795,172.568924,134.8423309,59.10386658,15.87147713,6.624990463,28.18019485,29.61000061,32.46099854
kianlong,Right Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,"Tactical movements, Strategy",00:06:30,552.0453092,235.3210449,133.4929199,107.2118759,40.71068573,26.14219284,9.166584015,26.69400024,37.72
noahbrooks,Centre Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,"Tactical movements, Strategy",00:06:30,482.4838227,194.6668701,142.2113495,72.73968506,34.37427902,19.49798012,18.99365807,31.23359871,33.48699951
luisribeiro,Winger,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,"Tactical movements, Strategy",00:06:30,476.5414245,231.4556274,105.6501846,83.57061005,12.02347088,20.624403,23.21713448,26.4708004,33.3
georgeconnolly,Left Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,"Tactical movements, Strategy",00:06:30,448.4307816,186.0886078,124.6914368,93.77527618,20.79271317,18.94901276,4.13372612,25.43759918,32.59
marvinsharpe,Winger,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,"Tactical movements, Strategy",00:06:30,558.1873327,191.8932495,179.2527008,97.67756653,32.46880341,30.20402527,26.69097519,29.33640099,37.72399902
davutmeijs,Winger,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,"Tactical movements, Strategy",00:06:30,537.6195274,301.7175903,108.5529175,81.46952057,18.96499634,7.035224438,19.87927437,29.09880066,34.29
patrickkrueger,Midfielder,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,"Tactical movements, Strategy",00:06:30,214.6108812,145.884613,63.83745575,4.888818741,0,0,0,13.71240044,34.24700165
marmion,Left Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,"Tactical movements, Strategy",00:06:30,488.7485792,194.1489563,123.3263474,111.7602921,19.97068024,21.36307335,18.17922401,27.09720039,33.56999969
TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,"Tactical movements, Strategy",00:06:30,453.4979922,206.0225497,118.5417827,79.27887743,21.16418969,14.61988621,13.87070417,25.93570917,34.48627256
noahbrooks,Centre Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,JDP ,00:06:05,786.1395505,191.324585,298.696228,251.8594208,21.19193459,6.904167175,16.16319847,28.32120132,33.48699951
nereomarino,Centre Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,JDP ,00:06:05,592.3646716,152.7140503,232.9580994,182.8055115,22.06321144,1.823783398,0,21.31920052,33.56999969
kianlong,Right Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,JDP ,00:06:05,747.4108256,203.3277588,277.7042542,260.9286194,5.450192451,0,0,19.96559906,37.72
luisribeiro,Winger,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,JDP ,00:06:05,622.4496694,235.4120636,184.3601379,151.9887543,47.53345871,3.155244112,0,21.80520058,33.3
